"artist","attack","cardClass","classes__001","classes__002","classes__003","collectible","collectionText","cost","dbfId","entourage__-","faction","entourage","durability","elite","flavor","howToEarn","health","hideStats","howToEarnGolden","id","mechanics__001","multiClassGroup","mechanics__002","mechanics__003","mechanics__004","name","playRequirements__REQ_FRIENDLY_MINION_DIED_THIS_GAME","playRequirements__REQ_MINION_OR_ENEMY_HERO","playRequirements__REQ_STEADY_SHOT","playRequirements__REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY","playRequirements__REQ_ENEMY_WEAPON_EQUIPPED","playRequirements__REQ_DAMAGED_TARGET","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_SECRETS","playRequirements__REQ_WEAPON_EQUIPPED","playRequirements__REQ_MINIMUM_TOTAL_MINIONS","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS","playRequirements__REQ_LEGENDARY_TARGET","playRequirements__REQ_MINION_SLOT_OR_MANA_CRYSTAL_SLOT","playRequirements__REQ_FROZEN_TARGET","playRequirements__REQ_TARGET_FOR_COMBO","overload","playRequirements__REQ_MINIMUM_ENEMY_MINIONS","playRequirements__REQ_SECRET_ZONE_CAP_FOR_NON_SECRET","playRequirements__REQ_HERO_TARGET","playRequirements__REQ_FRIENDLY_TARGET","playRequirements__REQ_ENEMY_TARGET","playRequirements__REQ_MINION_TARGET","playRequirements__REQ_MUST_TARGET_TAUNTER","playRequirements__REQ_STEALTHED_TARGET","playRequirements__REQ_TARGET_WITH_DEATHRATTLE","playRequirements__REQ_NONSELF_TARGET","playRequirements__REQ_TARGET_IF_AVAILABE_AND_ELEMENTAL_PLAYED_LAST_TURN","playRequirements__REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND","playRequirements__REQ_TARGET_IF_AVAILABLE","playRequirements__REQ_TARGET_WITH_RACE","playRequirements__REQ_NUM_MINION_SLOTS","playRequirements__REQ_TARGET_MAX_ATTACK","playRequirements__REQ_TARGET_MIN_ATTACK","playRequirements__REQ_TARGET_TO_PLAY","playRequirements__REQ_UNDAMAGED_TARGET","playerClass","race","rarity","referencedTags__001","referencedTags__002","referencedTags__003","set","spellDamage","targetingArrowText","text","type"
"Konstantin Turovec","0","WARLOCK","","","","","","11","42224","","","","","True","","","1","True","","UNG_829t2","UNTOUCHABLE","","","","","Nether Portal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","LEGENDARY","","","","UNGORO","","","At the end of your turn, summon two 3/2 Imps.","MINION"
"","1","WARRIOR","","","","","","1","40501","","","","","","","","1","","","KAR_026t","TAUNT","","","","","Pawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","","","","","KARA","","","<b>Taunt</b>","MINION"
"Chanchai Luechaiwattanasopon","6","NEUTRAL","","","","True","","9","41242","","","","","","Still salty about it not being the ""Year of the Mastodon.""","","10","","","UNG_071","TAUNT","","","","","Giant Mastodon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","COMMON","","","","UNGORO","","","<b>Taunt</b>","MINION"
"Andrea Uderzo","4","NEUTRAL","","","","True","","6","759","","ALLIANCE","","","","She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!","","5","","","EX1_032","DIVINE_SHIELD","","TAUNT","","","Sunwalker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","RARE","","","","EXPERT1","","","<b>Taunt</b>\n<b>Divine Shield</b>","MINION"
"Seamus Gallagher","2","NEUTRAL","","","","True","","2","2049","","","","","","""Shhh, I think I hear something.""\n""Ah, it's probably nothing."" - Every Henchman","","3","","","GVG_081","STEALTH","","","","","Gilblin Stalker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","GVG","","","<b>Stealth</b>","MINION"
"A.J. Nazzaro","","HUNTER","","","","True","","1","41368","","","","","True","Question: What's scarier, one giant angry dinosaur or 15 smaller vicious ones? Answer: AHHHHHHH THEY FOUND MEEEEEE","","","","","UNG_920","QUEST","","","","","The Marsh Queen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","","LEGENDARY","","","","UNGORO","","","[x]<b>Quest:</b> Play seven\n1-Cost minions.\n<b>Reward:</b> Queen Carnassa.","SPELL"
"","","DRUID","","","","","","","789","","","","","","","","","","","CS2_011o","TAG_ONE_TURN_EFFECT","","","","","Savage Roar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DRUID","","","","","","CORE","","","+2 Attack this turn.","ENCHANTMENT"
"Anton Zemskov","3","NEUTRAL","","","","True","","4","39491","","","","","","He’s really just a Blacksmith, but he thought the fancy title would bring in more business.","Unlocked in the Parlor, in One Night in Karazhan.","2","","Crafting unlocked in the Parlor, in One Night in Karazhan.","KAR_710","BATTLECRY","","","","","Arcanosmith","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","TAUNT","","","KARA","","","<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.","MINION"
"","1","NEUTRAL","","","","","","1","54","","","","","","","","1","","","ds1_whelptoken","","","","","","Whelp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DRAGON","","","","","EXPERT1","","","","MINION"
"","6","NEUTRAL","","","","","","4","3023","","","","","True","","","5","","","CRED_23","","","","","","Christopher Yim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Your emotes are now spoken in ""Radio Voice.""","MINION"
"Zoltan & Gabor","8","NEUTRAL","","","","True","","5","1982","","","","","","So reaver. Much fel. Wow.","","8","","","GVG_016","","","","","","Fel Reaver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","MECHANICAL","EPIC","","","","GVG","","","Whenever your opponent plays a card, remove the top 3 cards of your deck.","MINION"
"","","NEUTRAL","","","","","","","2570","","","","","","","","","","","AT_017e","","","","","","Twilight's Embrace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TGT","","","+1 Attack and <b>Taunt</b>.","ENCHANTMENT"
"Benjamin Zhang","4","NEUTRAL","","","","True","","5","825","","","","","","They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.","","4","","","EX1_284","BATTLECRY","","","","","Azure Drake","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","DRAGON","RARE","","","","HOF","1","","<b>Spell Damage +1</b>. <b>Battlecry:</b> Draw a card.","MINION"
"Gustav Schmidt","","SHAMAN","","","","True","","5","41159","","","","","","Many young shaman summon a volcano as their first school project.","","","","","UNG_025","ImmuneToSpellpower","","","","","Volcano","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","SHAMAN","","RARE","","","","UNGORO","","","Deal $15 damage randomly split among all minions.\n<b>Overload:</b> (2)","SPELL"
"","2","NEUTRAL","","","","","","3","45410","","","","","True","","","4","","","CRED_56","","","","","","Dustin Escoffery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Stealth</b>. Your other minions are Mechs.","MINION"
"","","NEUTRAL","","","","","","2","2470","","","","","","","","","","","BRMA14_4H","AI_MUST_PLAY","","","","","Activate Toxitron","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nActivate Toxitron!","HERO_POWER"
"Jakub Kasber","","NEUTRAL","","","","","","","41070","","","","","","","","","","","UNG_999t5e","CANT_BE_TARGETED_BY_SPELLS","","CANT_BE_TARGETED_BY_HERO_POWERS","","","Liquid Membrane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","UNGORO","","","Can't be targeted by spells or Hero Powers.","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","42923","","","","","","","","","","","TB_MammothParty_s101b","UNTOUCHABLE","","","","","Like a Sore Thumb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Destroy a random Party Crasher.","SPELL"
"Josh Harris","5","NEUTRAL","","","","","","4","38999","","","","","","","","5","","","OG_272t","","","","","","Faceless Destroyer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","OG","","","","MINION"
"","","WARLOCK","","","","","","0","40037","","","","","","","","","","","TB_ClassRandom_Warlock","","","","","","Second Class: Warlock","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","","","","","TB","","","Add Warlock cards to your deck.","SPELL"
"Matt Dixon","3","WARRIOR","","","","True","","3","38920","","","","","","They're really just in it for the Blood Parrot.","","4","","","OG_315","BATTLECRY","","","","","Bloodsail Cultist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","PIRATE","RARE","","","","OG","","","<b>Battlecry:</b> If you control another Pirate, give your weapon +1/+1.","MINION"
"James Ryman","6","WARRIOR","","","","True","","6","2723","","","","","","A little better than Sea Minus Reaver.","","7","","","AT_130","TOPDECK","","","","","Sea Reaver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","EPIC","","","","TGT","","","When you draw this, deal 1 damage to your minions.","MINION"
"","","NEUTRAL","","","","","","","38962","","","","","","","","","","","TB_Mini_1e","","","","","","Miniature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Mini-sized, set to 1/1","ENCHANTMENT"
"","","NEUTRAL","","","","","","0","25397","","","","","","","","","","","LOEA16_7","","","","","","Benediction Splinter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Restore #10 Health to ALL characters.","SPELL"
"","9","NEUTRAL","","","","","","9","42055","","","","","True","","","9","","","TB_FW_DrBoomMega","BATTLECRY","","","","","Dr. Boom Boom Boom Boom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","TB","","","<b>Battlecry:</b> Summon six 1/1 Boom Bots. <i>WARNING: Bots may explode.</i>","MINION"
"","","NEUTRAL","","","","","","0","40500","","","","","True","","","","","","TB_CoOpv3_009","","","","","","Explosive Rune","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","Summon an 'Explosive Rune.'","SPELL"
"Joe Wilson","","NEUTRAL","","","","","","2","39801","","","","","","","","","","","KAR_A10_33","","","","","","Cheat","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Hero Power</b>\nDestroy the left-most enemy minion.","HERO_POWER"
"Jerry Mascho","3","NEUTRAL","","","","True","","6","39465","","","","","","He really enjoys lurking and gets a lot of job satisfaction out of it.","Unlocked in the Opera, in One Night in Karazhan.","3","","Crafting unlocked in the Opera, in One Night in Karazhan.","KAR_041","BATTLECRY","","DEATHRATTLE","","","Moat Lurker","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","","","","","","","NEUTRAL","","RARE","","","","KARA","","","<b>Battlecry:</b> Destroy a minion. <b>Deathrattle:</b> Resummon it.","MINION"
"","","ROGUE","","","","True","","","930","","","","","","","","30","","","HERO_03","","","","","","Valeera Sanguinar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","FREE","","","","CORE","","","","HERO"
"Garrett Hanna","","NEUTRAL","","","","","","0","41058","","","","","","","","","","","UNG_999t3","","","","","","Flaming Claws","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","NEUTRAL","","","","","","UNGORO","","","+3 Attack","SPELL"
"","","NEUTRAL","","","","","","","39837","","","","","","","","","","","EX1_412e","ENRAGED","","","","","Enraged","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","EXPERT1","","","+1 Attack and <b>Windfury</b>.","ENCHANTMENT"
"","","NEUTRAL","","","","","","","17148","","","","","","","","","","","LOEA06_03e","","","","","","Animated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","+1/+1 and <b>Taunt</b>.","ENCHANTMENT"
"","","NEUTRAL","","","","","","","1301","","","","","","","","10","","","TU4a_001","","","","","","Hogger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","COMMON","","","","MISSIONS","","","","HERO"
"Dany Orizio","4","DRUID","","","","True","","5","40641","","","","","","There is no carrot.","","5","","","CFM_816","BATTLECRY","","","","","Virmen Sensei","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","0","20","","","","","","DRUID","","RARE","","","","GANGS","","","<b>Battlecry:</b> Give a friendly Beast +2/+2.","MINION"
"","","MAGE","","","","","","","1382","","","","","","","","20","","","TU4b_001","","","","","","Millhouse Manastorm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","COMMON","","","","MISSIONS","","","","HERO"
"","","NEUTRAL","","","","","","0","38510","","","","","","","","","","","LOEA04_02h","","","","","","Escape!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","Encounter new obstacles!","HERO_POWER"
"Alex Horley Orlandelli","9","NEUTRAL","","","","True","","9","2281","","","","","True","You thought Executus turned you into Ragnaros, but really Ragnaros was in you the whole time.","Unlocked in Molten Core, in the Blackrock Mountain adventure.","7","","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.","BRM_027","DEATHRATTLE","","","","","Majordomo Executus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","BRM","","","<b>Deathrattle:</b> Replace your hero with Ragnaros, the Firelord.","MINION"
"","","NEUTRAL","","","","","","2","36110","","","","","","","","","","","TB_MechWar_Boss1_HeroPower","","","","","","Hello! Hello! Hello!","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","<b>Hero Power</b>\nGive your lowest attack minion <b>Divine Shield</b> and <b>Taunt</b>.","HERO_POWER"
"","1","NEUTRAL","","","","","","1","19360","","","","","","","","1","","","TBST_003","","","","","","OLDN3wb Healer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","At the end of your turn, heal 2 damage from adjacent minions.","MINION"
"Jaemin Kim","","WARLOCK","","","","True","","4","2013","","","","","","The shrapnel is waaaaay worse than the explosion.","","","","","GVG_045","","","","","","Imp-losion","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","WARLOCK","","RARE","","","","GVG","","","Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.","SPELL"
"","","NEUTRAL","","","","","","","16230","","","","","","","","100","","","LOEA04_01","APPEAR_FUNCTIONALLY_DEAD","","","","","Temple Escape","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","HERO"
"Raven Mimura","","NEUTRAL","","","","","","","42087","","","","","","","","","","","CFM_611e2","","","","","","Demonic Draught","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","GANGS","","","+3/+3.","ENCHANTMENT"
"Paul Mafayon","","WARLOCK","","","","True","","6","2632","","","","","","A prime example of lose-lose negotiating.","","","","","AT_025","","","","","","Dark Bargain","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","WARLOCK","","EPIC","","","","TGT","","","Destroy 2 random enemy minions. Discard 2 random cards.","SPELL"
"","","NEUTRAL","","","","","","0","2489","","","","","","","","","","","BRMA16_2H","","","","","","Echolocate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Hero Power</b>\nEquip a weapon that grows as your opponent plays cards.","HERO_POWER"
"","1","NEUTRAL","","","","","","0","2193","","","","","","","","1","","","XXX_097","","","","","","AI Buddy - Destroy Minions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","CHEAT","","","Spawn into play to destroy all minions.","MINION"
"Efrem Palacios","2","ROGUE","","","","True","","3","306","","","","","True","He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.","","2","","","EX1_613","COMBO","","","","","Edwin VanCleef","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ROGUE","","LEGENDARY","","","","EXPERT1","","","<b>Combo:</b> Gain +2/+2 for each other card you've played this turn.","MINION"
"Max Grecke","4","NEUTRAL","","","","","","4","39561","","","","","","","","2","","","KARA_06_01","","","","","","Romulo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","IMMUNE","","","KARA","","","Julianne is <b>Immune</b>.","MINION"
"Jonboy Meyers","2","MAGE","","","","True","","4","2234","","","","","","Bane of spellcasters and spelling bees everywhere.","","5","","","GVG_122","AURA","","","","","Wee Spellstopper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","EPIC","","","","GVG","","","Adjacent minions can't be targeted by spells or Hero Powers.","MINION"
"A.J. Nazzaro","3","HUNTER","","","","","","1","42013","","","","","","","","2","","","UNG_920t2","BATTLECRY","","","","","Carnassa's Brood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HUNTER","BEAST","","","","","UNGORO","","","<b>Battlecry:</b> Draw a card.","MINION"
"","","NEUTRAL","","","","","","","38711","","","LOEA16_18H","","","","","30","","","LOEA16_1H","","","","","","Rafaam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","LOE","","","","HERO"
"","","","","","","","","","","","","LOEA16_19H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_21H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_22H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_23H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_24H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_25H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_26H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","LOEA16_27H","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5","NEUTRAL","","","","","","4","40768","","","","","","","","5","","","KAR_A02_06H","BATTLECRY","","","","","Pitcher","","","","","","","","","","","","","","","","","","","0","","0","","","","","","","0","","","","","","","NEUTRAL","","","","","","KARA","","","<b>Battlecry:</b> Give a minion +3/+3.","MINION"
"","1","NEUTRAL","","","","","","2","45424","","","","","True","","","2","","","CRED_70","","","","","","Monique Ory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b>  Knit a cozy +1/+1 sweater for a friendly Beast.","MINION"
"","","MAGE","","","","","","","2113","","","","","","","","45","","","NAX4_01H","","","","","","Noth the Plaguebringer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","","","","","","NAXX","","","","HERO"
"","","SHAMAN","","","","True","","","1066","","","","","","","","30","","","HERO_02","","","","","","Thrall","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","FREE","","","","CORE","","","","HERO"
"","","NEUTRAL","","","","","","","38693","","","","","","","","","","","TB_PickYourFate_3_Ench","","","","","","Pick Your Fate 3 Ench","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","","ENCHANTMENT"
"","","SHAMAN","","","","","","","942","","","","","","","","","","","CS2_038e","","","","","","Ancestral Spirit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","","","","","","EXPERT1","","","<b>Deathrattle:</b> Resummon this minion.","ENCHANTMENT"
"","","NEUTRAL","","","","","","","39957","","","","","","","","","","","TB_YoggServant_Enchant","","","","","","Yogg Servant Hero Enchant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","TB","","","","ENCHANTMENT"
"","4","NEUTRAL","","","","","","0","2384","","","","","","","","5","","","BRMA13_7","WINDFURY","","","","","Whirling Ash","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","BRM","","","<b>Windfury</b>","MINION"
"Rafael Zanchetin","2","NEUTRAL","","","","True","","1","41261","","HORDE","","","","She rules the emerald hive at the end of the yellow brick trail.","","3","","","UNG_085","AURA","","","","","Emerald Hive Queen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","EPIC","","","","UNGORO","","","Your minions cost (2) more.","MINION"
"Adam Byrne","0","NEUTRAL","","","","","","4","39280","","","","","","","","10","","","KARA_04_01","","","","","","Dorothee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","CHARGE","TAUNT","","KARA","","","Minions to the left have <b>Charge</b>. Minions to the right have <b>Taunt</b>.","MINION"
"Evgeniy Zagumennyy","","WARLOCK","","","","True","","0","38454","","","","","","Actually, C'Thun gives his full support for this ritual.","","","","","OG_114","","","","","","Forbidden Ritual","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","RARE","","","","OG","","","Spend all your Mana. Summon that many 1/1 Tentacles.","SPELL"
"Matt Dixon","","WARLOCK","","","","True","","4","2628","","","","","","* Not actually Jaraxxus' fist.","","","","","AT_022","InvisibleDeathrattle","","","","","Fist of Jaraxxus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","RARE","","","","TGT","","","When you play or discard this, deal $4 damage to a random enemy.","SPELL"
"","","NEUTRAL","","","","","","","38915","","","","","","","","","","","OG_313e","","","","","","Addled","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","OG","","","+1/+1.","ENCHANTMENT"
"","3","NEUTRAL","","","","","","3","45434","","","","","True","","","6","","","CRED_80","","","","","","Derek Dupras","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","LEGENDARY","","","","CREDITS","","","<b>Battlecry:</b> Give all friendly minions <b>Donuts</b>.","MINION"
"Jeremy Cranford","1","NEUTRAL","","","","True","","2","1781","","","","","","Arachnofauxbia: Fear of fake spiders.","Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","2","","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.","FP1_002","DEATHRATTLE","","","","","Haunted Creeper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","COMMON","","","","NAXX","","","<b>Deathrattle:</b> Summon two 1/1 Spectral Spiders.","MINION"
"Tyler Walpole","","WARLOCK","","","","True","","2","41872","","","UNG_999t10","","","Help save mana.  Donate blood today!","","","","","UNG_832","","","","","","Bloodbloom","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARLOCK","","EPIC","","","","UNGORO","","","The next spell you cast this turn costs Health instead of Mana.","SPELL"
"","","","","","","","","","","","","UNG_999t2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","UNG_999t14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"James Ryman","7","SHAMAN","","","","True","","8","41331","","","","","True","All that's missing is a little heart.","","7","","","UNG_211","BATTLECRY","","","","","Kalimos, Primal Lord","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SHAMAN","ELEMENTAL","LEGENDARY","","","","UNGORO","","","[x]<b>Battlecry:</b> If you played an\nElemental last turn, cast an\nElemental Invocation.","MINION"
"Luca Zontini","5","WARRIOR","","","","True","","6","41404","","","","","","""It's an herbivore.  How dangerous can it be?""  - Famous last words","","5","","","UNG_925","BATTLECRY","","TAUNT","","","Ornery Direhorn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","BEAST","COMMON","ADAPT","","","UNGORO","","","<b>Taunt</b>\n<b>Battlecry:</b> <b>Adapt</b>.","MINION"
"","1","NEUTRAL","","","","","","0","2157","","","","","True","","","1","","","NAX15_05","InvisibleDeathrattle","","","","","Mr. Bigglesworth","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","BEAST","LEGENDARY","","","","NAXX","","","<i>This is Kel'Thuzad's kitty.</i>","MINION"
"","","WARRIOR","","","","","","2","42171","","","","","","","","","","","TB_SPT_DPromoSecret5","SECRET","","","","","Visions of the Amazon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WARRIOR","","","","","","TB","","","<b>Secret:</b> When your opponent summons a minion with <b>Battlecry</b>, Summon a Mirror Image for both players.","SPELL"
"","","NEUTRAL","","","","","","","39760","","","","","","","","","","","KARA_00_06e","TAG_ONE_TURN_EFFECT","","","","","Arcanely Powerful","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NEUTRAL","","","","","","KARA","","","+5 Spell Damage.","ENCHANTMENT"
"John Avon","3","MAGE","","","","True","","4","395","","","","","","Don't summon a water elemental at a party.  It'll dampen the mood.","Unlocked at Level 8.","6","","Unlocked at Level 49.","CS2_033","FREEZE","","","","","Water Elemental","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MAGE","ELEMENTAL","FREE","","","","CORE","","","<b>Freeze</b> any character damaged by this minion.","MINION"
